""Australia?""
1758
1834
1838
1970
Abdaman Sea
Adaman Sea
Adriatic Sea
Adriatis Sea
Aegean Sea
Africa
Africa,
Alantic Ocean
Albay Gulf
Alboran Sea
Altantic Ocean
Andaman Is.
Andaman Sea
Andaman Sea,
Andamen Sea
Andanam Sea
Antarctic
Antarctica
Antartic
Arab Sea
Arabia
Arabia Sea
Arabian Gulf
Arabian Gulf,
Arabian Sea
Arabian Sea,
Arabic Sea,
Arafura Sea
Arctic Ocean
Artic Coastline
Asi
Asia
Asia,
Atalantic Ocean
Atantic Ocean
Atlamtic Ocean
Atlanti Ocean
Atlantic
Atlantic 
Atlantic ?
Atlantic O, Florida Bay
Atlantic Oce4an
Atlantic Oceam
Atlantic Ocean
Atlantic Ocean,
Atlantic Ocean, 
Atlantic Ocean, Florida Bay
Atlantic Ocean, Northwest
Atlantic Ocean, Southwest
Atlantic, Gulf of Mexico
Atlantic, North central
Atlantic, Northeast
Atlantic, Northwest
Atlantic, Northwest or Caribbean
Atlantic, Southeast
Atlantic, Southwest
Atlantic?
Atlantifc Ocean
Atlantis
Australia
Aylantic Ocean
Baffin Bay
Balabac Straits,
Balearic Sea
Balearic Sea,
Bali Sea
Baltic Sea
Banda Sea
Basilan Strait
Basilan Strait,
Batangas Bay
Bay of Benagal
Bay of Bengal
Bay of Bengal,
Bay of Panama
Bay of Plenty
Bering Sea
Bismarck Archipelago
Bismarck Sea
Bismark Sea
Bismark Sea,
Black Sea
Bohol Sea
Bohol Sea,
Bohol Staits,
Bohol Strai
Bohol Strait
Bohol Strait,
Bohol Straits
Bohol Straits,
Bohol strait,
Bohol,Strait
BoholStrait,
Bongao Channel
British West Indies
Camotes Sea
Caribban Sea
Caribbbean Sea,
Caribbeam Sea
Caribbean
Caribbean SEa
Caribbean Sea
Caribbean Sea,
Caribbean Seas
Caribbean Sewa
CaribbeanSea
Carribbean
Carribbean Sea
Carribean
Carribean Sea
Carribean Sea,
Celebes Sea
Celebes Sea,
Celtic Sea
Centra America
Central America
Central America,
Central Pacific
Ceram Sea
Charlotte Harbor
Chatham Strait
China Sea
China Sea,
Cholla Bay
Clebes Sea
Cook Strait
Cook Straits
Coral Sea
Coral Sea,
Coral Sea?
Corinthian Gulf,
Culf of California
Culf of Mexico
Davao Bay
Davao Gulf
Davao Sea
Davoa Gulf
Delaware Bay
Drake Passage
E Pacific, G California
E. Atlantic
E. China Sea
E. Pacific
East Africa
East Atlantic
East China Sea
East Indies
East Pacific Rise
East Sibirian Sea
Easter Pacific Ocean
Eastern PAcific
Eastern Pacific
Eastern Pacific Ocean
English Channel
English Channel,
Europe
FK-052
FK-112
FK-146
False Bay
Fermosa Strait
Firth of Forth
Flores Sea,
Flores Strait
Flores Straits
Florida Bay
Florida Bay,
Florida Bay, Atlantic
Florida Keys
Florida Keys,
Florida Straits
Florida Straits,
Florida straits
Florioda Straits
